Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
November 30 2019,New Haven,CT,Passenger,0,2,2,48,50,4.00
March 31 2018,Chelan,WA,Passenger,96,41,137,53347,53484,0.26
January 31 2020,Pend Oreille,WA,Truck,0,0,0,5777,5777,0.00
February 28 2022,Fairfax,VA,Passenger,4,3,7,640,647,1.08
August 31 2023,Broward,FL,Passenger,1,0,1,51,52,1.92
October 31 2019,Charleston,SC,Passenger,1,0,1,117,118,0.85
June 30 2020,Greene,MO,Passenger,0,1,1,35,36,2.78
April 30 2019,Benton,WA,Truck,0,0,0,41656,41656,0.00
March 31 2022,Alameda,CA,Passenger,5,0,5,204,209,2.39
May 31 2023,Los Angeles,CA,Passenger,4,4,8,589,597,1.34
February 28 2019,Pacific,WA,Truck,0,0,0,7634,7634,0.00
September 30 2019,Shelby,TN,Passenger,0,1,1,94,95,1.05
November 30 2022,Adams,WA,Truck,1,0,1,5400,5401,0.02
June 30 2017,Allegheny,PA,Passenger,1,0,1,93,94,1.06
July 31 2023,Plaquemines,LA,Passenger,1,1,2,13,15,13.33
September 30 2022,Collier,FL,Passenger,1,0,1,13,14,7.14
August 31 2020,Snohomish,WA,Passenger,4644,1782,6426,536047,542473,1.18
February 28 2019,Stevens,WA,Truck,0,0,0,18755,18755,0.00
January 31 2022,Douglas,WA,Truck,0,0,0,12683,12683,0.00
April 30 2019,Fulton,GA,Passenger,1,2,3,112,115,2.61
August 31 2022,Rock Island,IL,Passenger,0,1,1,15,16,6.25
April 30 2023,Wilson,TX,Passenger,0,1,1,2,3,33.33
August 31 2020,Kittitas,WA,Passenger,110,47,157,29757,29914,0.52
July 31 2023,Asotin,WA,Passenger,36,24,60,12273,12333,0.49
February 28 2017,Clallam,WA,Passenger,75,64,139,47980,48119,0.29
June 30 2019,Riverside,CA,Passenger,2,2,4,653,657,0.61
October 31 2021,Larimer,CO,Passenger,1,0,1,50,51,1.96
September 30 2017,DeKalb,GA,Passenger,1,0,1,85,86,1.16
June 30 2023,Geary,KS,Passenger,1,0,1,67,68,1.47
November 30 2018,Eagle,CO,Passenger,1,0,1,5,6,16.67
May 31 2020,Twin Falls,ID,Passenger,0,1,1,26,27,3.70
July 31 2019,Asotin,WA,Truck,0,0,0,6660,6660,0.00
June 30 2023,Asotin,WA,Truck,0,0,0,6623,6623,0.00
January 31 2021,Alexandria,VA,Passenger,2,0,2,131,133,1.50
July 31 2017,San Mateo,CA,Passenger,0,1,1,151,152,0.66
April 30 2021,Jefferson,WA,Truck,0,0,0,9623,9623,0.00
April 30 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
April 30 2020,Kern,CA,Passenger,0,1,1,229,230,0.43
June 30 2017,Hamilton,TN,Passenger,1,0,1,19,20,5.00
January 31 2020,Vigo,IN,Passenger,1,0,1,6,7,14.29
May 31 2021,Charleston,SC,Passenger,2,0,2,87,89,2.25
July 31 2017,Frederick,MD,Passenger,0,1,1,83,84,1.19
November 30 2021,Douglas,WA,Truck,0,0,0,12694,12694,0.00
July 31 2021,St. Louis,MO,Passenger,1,0,1,80,81,1.23
October 31 2022,Riverside,CA,Passenger,6,0,6,427,433,1.39
April 30 2022,Salt Lake,UT,Passenger,1,1,2,140,142,1.41
December 31 2019,Powhatan,VA,Passenger,1,0,1,0,1,100.00
August 31 2020,Pacific,WA,Passenger,32,33,65,15708,15773,0.41
September 30 2019,Clallam,WA,Passenger,185,151,336,50854,51190,0.66
July 31 2023,Honolulu,HI,Passenger,2,3,5,235,240,2.08
May 31 2021,Garfield,WA,Truck,0,0,0,998,998,0.00
March 31 2022,Plaquemines,LA,Passenger,0,1,1,17,18,5.56
June 30 2019,San Juan,WA,Passenger,212,72,284,14407,14691,1.93
May 31 2022,Benton,WA,Truck,2,0,2,43541,43543,0.00
May 31 2023,Stafford,VA,Passenger,3,1,4,74,78,5.13
May 31 2023,Nassau,NY,Passenger,2,0,2,24,26,7.69
March 31 2022,Spokane,WA,Passenger,1442,799,2241,325827,328068,0.68
November 30 2020,El Paso,CO,Passenger,2,0,2,718,720,0.28
December 31 2020,Richmond,GA,Passenger,0,1,1,79,80,1.25
July 31 2023,Hawaii,HI,Passenger,1,0,1,23,24,4.17
December 31 2022,El Paso,CO,Passenger,3,1,4,543,547,0.73
November 30 2021,Monterey,CA,Passenger,0,2,2,139,141,1.42
May 31 2021,Ferry,WA,Truck,0,0,0,3662,3662,0.00
July 31 2023,St. Clair,IL,Passenger,1,0,1,95,96,1.04
May 31 2022,Rock Island,IL,Passenger,0,1,1,15,16,6.25
March 31 2020,King,WA,Passenger,23882,7719,31601,1397015,1428616,2.21
October 31 2018,Whatcom,WA,Passenger,700,341,1041,148799,149840,0.69
April 30 2022,Spokane,WA,Truck,0,0,0,102399,102399,0.00
February 29 2020,Lewis,WA,Truck,0,0,0,26100,26100,0.00
October 31 2017,Utah,UT,Passenger,0,1,1,145,146,0.68
May 31 2022,Clackamas,OR,Passenger,2,0,2,144,146,1.37
October 31 2017,Hamilton,IN,Passenger,1,0,1,58,59,1.69
January 31 2022,Lewis,WA,Truck,0,0,0,26649,26649,0.00
August 31 2020,Shelby,OH,Passenger,0,1,1,1,2,50.00
April 30 2017,Pend Oreille,WA,Passenger,1,4,5,9320,9325,0.05
April 30 2023,Garfield,WA,Passenger,1,3,4,1316,1320,0.30
February 29 2020,,,Passenger,5,1,6,391,397,1.51
December 31 2021,Anne Arundel,MD,Passenger,4,2,6,359,365,1.64
July 31 2021,St. Clair,IL,Passenger,2,0,2,138,140,1.43
September 30 2019,Berkshire,MA,Passenger,0,1,1,4,5,20.00
October 31 2018,Thurston,WA,Passenger,663,552,1215,195063,196278,0.62
February 29 2020,Klickitat,WA,Passenger,49,41,90,15683,15773,0.57
January 31 2022,Adams,WA,Truck,0,0,0,5434,5434,0.00
June 30 2018,Charles,MD,Passenger,0,1,1,83,84,1.19
March 31 2023,Charleston,SC,Passenger,2,2,4,57,61,6.56
November 30 2022,St. Mary's,MD,Passenger,1,0,1,174,175,0.57
February 28 2021,Snohomish,WA,Passenger,5269,1893,7162,538217,545379,1.31
April 30 2022,Kitsap,WA,Truck,1,0,1,53841,53842,0.00
June 30 2021,Pierce,WA,Truck,0,0,0,146055,146055,0.00
March 31 2020,Alameda,CA,Passenger,3,1,4,282,286,1.40
December 31 2017,Okaloosa,FL,Passenger,1,0,1,184,185,0.54
February 28 2018,Utah,UT,Passenger,0,1,1,136,137,0.73
June 30 2019,Oklahoma,OK,Passenger,0,1,1,124,125,0.80
May 31 2022,Plaquemines,LA,Passenger,1,1,2,16,18,11.11
June 30 2017,Polk,FL,Passenger,1,0,1,64,65,1.54
November 30 2020,Eagle,CO,Passenger,1,0,1,9,10,10.00
April 30 2023,Cowlitz,WA,Passenger,436,203,639,69892,70531,0.91
March 31 2019,Walla Walla,WA,Truck,0,0,0,13551,13551,0.00
September 30 2018,Anne Arundel,MD,Passenger,0,1,1,455,456,0.22
November 30 2021,Flathead,MT,Passenger,1,0,1,46,47,2.13
June 30 2019,Cascade,MT,Passenger,0,1,1,63,64,1.56
September 30 2017,Okanogan,WA,Truck,0,0,0,16234,16234,0.00
October 31 2018,Guadalupe,TX,Passenger,1,0,1,82,83,1.20
March 31 2023,Sedgwick,KS,Passenger,1,1,2,59,61,3.28
January 31 2023,Goochland,VA,Passenger,0,1,1,57,58,1.72
August 31 2021,Saratoga,NY,Passenger,1,0,1,45,46,2.17
April 30 2022,Snohomish,WA,Truck,4,0,4,124614,124618,0.00
June 30 2020,Spartanburg,SC,Passenger,0,1,1,47,48,2.08
July 31 2022,Broward,FL,Passenger,1,0,1,79,80,1.25
February 28 2021,Kitsap,WA,Passenger,1641,777,2418,179325,181743,1.33
April 30 2020,Washington,OR,Passenger,1,0,1,451,452,0.22
July 31 2019,Oklahoma,OK,Passenger,0,1,1,125,126,0.79
November 30 2022,Bryan,GA,Passenger,0,1,1,36,37,2.70
May 31 2018,Caddo,LA,Passenger,0,1,1,22,23,4.35
May 31 2019,Whitman,WA,Truck,0,0,0,8549,8549,0.00
January 31 2023,New Haven,CT,Passenger,0,2,2,24,26,7.69
June 30 2020,Harrison,MS,Passenger,1,0,1,53,54,1.85
April 30 2021,Burlington,NJ,Passenger,0,1,1,135,136,0.74
April 30 2017,Pima,AZ,Passenger,0,2,2,445,447,0.45
August 31 2023,Hennepin,MN,Passenger,1,0,1,27,28,3.57
November 30 2022,Gwinnett,GA,Passenger,1,0,1,49,50,2.00
August 31 2020,Camden,NJ,Passenger,0,1,1,22,23,4.35
April 30 2023,Collin,TX,Passenger,4,0,4,43,47,8.51
April 30 2022,Williamsburg,VA,Passenger,0,1,1,6,7,14.29
January 31 2019,Skamania,WA,Truck,0,0,0,4008,4008,0.00
April 30 2017,New Haven,CT,Passenger,0,1,1,60,61,1.64
December 31 2020,Arapahoe,CO,Passenger,1,0,1,123,124,0.81
August 31 2020,St. Clair,IL,Passenger,1,0,1,145,146,0.68
January 31 2020,Franklin,WA,Truck,0,0,0,19850,19850,0.00
February 28 2021,Carson City,NV,Passenger,1,0,1,12,13,7.69
May 31 2021,Louisa,VA,Passenger,0,1,1,1,2,50.00
June 30 2021,Spokane,WA,Passenger,1068,646,1714,326424,328138,0.52
October 31 2021,Flathead,MT,Passenger,1,0,1,48,49,2.04
October 31 2018,Ramsey,MN,Passenger,1,0,1,41,42,2.38
May 31 2017,Flathead,MT,Passenger,1,0,1,63,64,1.56
June 30 2022,Randolph,NC,Passenger,1,0,1,5,6,16.67
July 31 2019,Carroll,NH,Passenger,0,1,1,3,4,25.00
January 31 2018,San Juan,WA,Truck,0,0,0,5644,5644,0.00
January 31 2022,St. Mary's,MD,Passenger,1,0,1,205,206,0.49
September 30 2021,Harford,MD,Passenger,0,1,1,54,55,1.82
July 31 2017,Tarrant,TX,Passenger,1,0,1,247,248,0.40
April 30 2020,Pinal,AZ,Passenger,1,0,1,186,187,0.53
February 28 2018,Nassau,NY,Passenger,1,0,1,38,39,2.56
June 30 2018,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
April 30 2022,Lake,IN,Passenger,0,1,1,7,8,12.50
April 30 2023,Pierce,WA,Truck,139,0,139,137470,137609,0.10
August 31 2023,San Juan,WA,Passenger,642,169,811,13467,14278,5.68
December 31 2022,Newport News,VA,Passenger,1,0,1,97,98,1.02
September 30 2020,Bucks,PA,Passenger,1,0,1,20,21,4.76
December 31 2019,Shasta,CA,Passenger,1,0,1,38,39,2.56
June 30 2018,Prince William,VA,Passenger,0,4,4,261,265,1.51
March 31 2019,Volusia,FL,Passenger,0,1,1,36,37,2.70
December 31 2019,Asotin,WA,Truck,0,0,0,6708,6708,0.00
November 30 2020,Wichita,TX,Passenger,1,0,1,44,45,2.22
July 31 2022,Larimer,CO,Passenger,1,0,1,45,46,2.17
July 31 2022,Sevier,AR,Passenger,0,1,1,0,1,100.00
May 31 2018,Cowlitz,WA,Passenger,58,75,133,71515,71648,0.19
April 30 2023,Hoke,NC,Passenger,2,0,2,60,62,3.23
January 31 2023,Fairfax,VA,Passenger,6,3,9,577,586,1.54
February 29 2020,Henrico,VA,Passenger,0,1,1,19,20,5.00
July 31 2020,Kitsap,WA,Truck,0,0,0,54142,54142,0.00
October 31 2018,Walla Walla,WA,Truck,0,0,0,13506,13506,0.00
June 30 2017,Jackson,MO,Passenger,1,0,1,61,62,1.61
November 30 2018,Okanogan,WA,Passenger,15,22,37,26132,26169,0.14
July 31 2023,District of Columbia,DC,Passenger,5,0,5,141,146,3.42
January 31 2019,Dale,AL,Passenger,0,1,1,56,57,1.75
April 30 2018,Shelby,TN,Passenger,0,1,1,101,102,0.98
August 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,79,80,1.25
January 31 2017,Cascade,MT,Passenger,0,1,1,62,63,1.59
August 31 2023,Charlottesville,VA,Passenger,0,1,1,2,3,33.33
December 31 2022,Asotin,WA,Passenger,29,20,49,12480,12529,0.39
January 31 2020,Ferry,WA,Passenger,5,2,7,4382,4389,0.16
June 30 2022,Pacific,WA,Truck,0,0,0,7916,7916,0.00
July 31 2017,Dakota,MN,Passenger,0,1,1,37,38,2.63
November 30 2022,Polk,OR,Passenger,0,1,1,21,22,4.55
September 30 2021,Camden,NJ,Passenger,0,1,1,14,15,6.67
April 30 2021,Henrico,VA,Passenger,0,1,1,17,18,5.56
August 31 2018,Asotin,WA,Passenger,11,8,19,12663,12682,0.15
January 31 2023,,,Passenger,2,0,2,256,258,0.78
December 31 2021,Tarrant,TX,Passenger,1,0,1,139,140,0.71
September 30 2020,Hillsborough,FL,Passenger,0,1,1,175,176,0.57
December 31 2018,Hennepin,MN,Passenger,2,0,2,105,107,1.87
February 28 2023,Ventura,CA,Passenger,2,2,4,207,211,1.90
February 28 2019,Boulder,CO,Passenger,1,0,1,47,48,2.08
May 31 2022,Riverside,CA,Passenger,7,1,8,468,476,1.68
January 31 2022,Nassau,NY,Passenger,3,0,3,30,33,9.09
December 31 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
September 30 2020,Ramsey,MN,Passenger,1,0,1,37,38,2.63
May 31 2019,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
November 30 2018,San Juan,WA,Passenger,176,68,244,14212,14456,1.69
June 30 2017,Adams,WA,Passenger,2,3,5,12203,12208,0.04
July 31 2017,Pacific,WA,Truck,0,0,0,7495,7495,0.00
June 30 2022,Richmond,GA,Passenger,0,1,1,66,67,1.49
September 30 2022,Washington,MD,Passenger,2,0,2,15,17,11.76
January 31 2021,Columbia,WA,Truck,0,0,0,1546,1546,0.00
May 31 2020,Los Angeles,CA,Passenger,6,11,17,1007,1024,1.66
September 30 2020,Pima,AZ,Passenger,3,1,4,335,339,1.18
March 31 2019,Ferry,WA,Truck,0,0,0,3595,3595,0.00
January 31 2023,Travis,TX,Passenger,2,0,2,81,83,2.41
July 31 2022,Orange,NC,Passenger,0,1,1,8,9,11.11
November 30 2021,Cape May,NJ,Passenger,0,1,1,8,9,11.11
August 31 2020,New London,CT,Passenger,1,2,3,241,244,1.23
November 30 2019,Clark,NV,Passenger,5,2,7,688,695,1.01
January 31 2017,Northampton,PA,Passenger,2,0,2,259,261,0.77
April 30 2017,Chelan,WA,Truck,0,0,0,21208,21208,0.00
January 31 2020,Alexandria,VA,Passenger,1,0,1,146,147,0.68
December 31 2021,Sedgwick,KS,Passenger,1,1,2,84,86,2.33
April 30 2023,Lee,AL,Passenger,1,0,1,12,13,7.69
April 30 2017,Norfolk,VA,Passenger,1,1,2,300,302,0.66
February 28 2017,Maricopa,AZ,Passenger,3,1,4,1867,1871,0.21
December 31 2020,Solano,CA,Passenger,1,0,1,206,207,0.48
February 29 2020,Nueces,TX,Passenger,1,0,1,82,83,1.20
April 30 2020,King,WA,Truck,5,1,6,181511,181517,0.00
October 31 2019,Pend Oreille,WA,Passenger,7,6,13,9493,9506,0.14
December 31 2017,Maui,HI,Passenger,1,0,1,67,68,1.47
October 31 2021,Houston,GA,Passenger,1,0,1,45,46,2.17
February 28 2022,Allen,IN,Passenger,1,0,1,18,19,5.26
March 31 2018,Multnomah,OR,Passenger,3,4,7,818,825,0.85
February 28 2017,Monroe,NY,Passenger,1,0,1,29,30,3.33
October 31 2022,Hillsborough,FL,Passenger,0,2,2,117,119,1.68
February 29 2020,Tulsa,OK,Passenger,1,1,2,49,51,3.92
October 31 2017,Walla Walla,WA,Truck,0,0,0,13255,13255,0.00
July 31 2018,Santa Clara,CA,Passenger,7,0,7,378,385,1.82
July 31 2020,Arapahoe,CO,Passenger,1,0,1,129,130,0.77
May 31 2020,Valencia,NM,Passenger,1,0,1,6,7,14.29
August 31 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
July 31 2021,King,WA,Truck,5,1,6,184344,184350,0.00
July 31 2019,Lewis,WA,Passenger,100,96,196,59365,59561,0.33
July 31 2019,Harrison,MS,Passenger,1,0,1,62,63,1.59
June 30 2023,Riverside,CA,Passenger,5,0,5,349,354,1.41
December 31 2021,Prince George's,MD,Passenger,2,1,3,144,147,2.04
April 30 2019,Polk,FL,Passenger,1,0,1,65,66,1.52
August 31 2020,Ramsey,MN,Passenger,1,0,1,38,39,2.56
March 31 2021,Grays Harbor,WA,Passenger,150,131,281,49021,49302,0.57
November 30 2021,Rogers,OK,Passenger,1,0,1,3,4,25.00
January 31 2018,,,Passenger,3,1,4,434,438,0.91
January 31 2019,Boulder,CO,Passenger,1,0,1,50,51,1.96
February 28 2021,Fort Bend,TX,Passenger,1,0,1,41,42,2.38
February 28 2023,Montgomery,MD,Passenger,4,4,8,189,197,4.06
November 30 2019,Pend Oreille,WA,Truck,0,0,0,5732,5732,0.00
December 31 2018,Ferry,WA,Truck,0,0,0,3586,3586,0.00
July 31 2021,Franklin,WA,Passenger,134,97,231,62054,62285,0.37
March 31 2019,Mason,WA,Passenger,114,117,231,46710,46941,0.49
September 30 2021,Deschutes,OR,Passenger,1,0,1,109,110,0.91
May 31 2018,Charleston,SC,Passenger,1,0,1,129,130,0.77
March 31 2023,Douglas,CO,Passenger,0,1,1,59,60,1.67
August 31 2023,Wilson,TX,Passenger,0,1,1,2,3,33.33
May 31 2020,Ferry,WA,Passenger,5,3,8,4332,4340,0.18
August 31 2021,Prince George's,MD,Passenger,2,1,3,142,145,2.07
October 31 2019,San Joaquin,CA,Passenger,1,0,1,139,140,0.71
January 31 2017,Clallam,WA,Passenger,73,64,137,48004,48141,0.28
July 31 2019,Stevens,WA,Passenger,19,30,49,31717,31766,0.15
June 30 2020,Adams,WA,Passenger,9,7,16,12785,12801,0.12
March 31 2022,Salt Lake,UT,Passenger,1,1,2,149,151,1.32
April 30 2022,Harris,TX,Passenger,2,0,2,153,155,1.29
November 30 2017,Hardin,KY,Passenger,0,1,1,120,121,0.83
October 31 2022,Los Angeles,CA,Passenger,5,6,11,706,717,1.53
September 30 2019,Ada,ID,Passenger,0,2,2,308,310,0.65
March 31 2022,Hoke,NC,Passenger,1,0,1,73,74,1.35
May 31 2022,Salt Lake,UT,Passenger,1,1,2,139,141,1.42
January 31 2017,Essex,NJ,Passenger,1,0,1,16,17,5.88
February 28 2023,Sarasota,FL,Passenger,1,0,1,20,21,4.76
May 31 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
February 28 2021,Montgomery,TX,Passenger,1,0,1,50,51,1.96
November 30 2019,Valencia,NM,Passenger,1,0,1,6,7,14.29
April 30 2018,Franklin,WA,Passenger,37,59,96,57404,57500,0.17
January 31 2023,Maricopa,AZ,Passenger,7,4,11,716,727,1.51
October 31 2021,Pinellas,FL,Passenger,0,1,1,93,94,1.06
October 31 2021,Okaloosa,FL,Passenger,0,1,1,117,118,0.85
March 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
November 30 2018,Pierce,WA,Passenger,1470,1339,2809,538397,541206,0.52
November 30 2022,Chelan,WA,Passenger,525,142,667,54267,54934,1.21
May 31 2022,Benton,WA,Passenger,729,455,1184,135258,136442,0.87
October 31 2019,Harris,TX,Passenger,1,1,2,250,252,0.79
June 30 2018,Jefferson,NY,Passenger,0,1,1,226,227,0.44
November 30 2020,New York,NY,Passenger,1,0,1,54,55,1.82
September 30 2019,Pierce,WA,Truck,0,0,0,140466,140466,0.00
July 31 2020,Gwinnett,GA,Passenger,1,0,1,72,73,1.37
July 31 2020,Lake,FL,Passenger,1,0,1,22,23,4.35
December 31 2021,Ray,MO,Passenger,0,1,1,1,2,50.00
November 30 2019,Island,WA,Truck,1,0,1,21308,21309,0.00
February 28 2021,Boone,MO,Passenger,0,1,1,10,11,9.09
May 31 2020,Carroll,NH,Passenger,0,1,1,4,5,20.00
January 31 2023,Stafford,VA,Passenger,3,1,4,81,85,4.71
November 30 2020,Alameda,CA,Passenger,3,0,3,263,266,1.13
January 31 2017,Santa Barbara,CA,Passenger,0,1,1,135,136,0.74
June 30 2022,Okanogan,WA,Passenger,83,50,133,26386,26519,0.50
August 31 2022,Mason,WA,Passenger,330,177,507,47010,47517,1.07
July 31 2018,Ventura,CA,Passenger,0,2,2,315,317,0.63
January 31 2023,DuPage,IL,Passenger,0,1,1,34,35,2.86
November 30 2019,Okanogan,WA,Truck,0,0,0,16557,16557,0.00
April 30 2018,Kittitas,WA,Truck,0,0,0,13993,13993,0.00
January 31 2019,Virginia Beach,VA,Passenger,2,1,3,706,709,0.42
November 30 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
August 31 2019,San Francisco,CA,Passenger,2,1,3,107,110,2.73
August 31 2017,Dallas,TX,Passenger,0,1,1,181,182,0.55
May 31 2020,Fairbanks North Star,AK,Passenger,0,1,1,99,100,1.00
December 31 2021,Harrison,MS,Passenger,2,0,2,45,47,4.26
November 30 2018,Caddo,LA,Passenger,0,1,1,23,24,4.17
November 30 2022,Kern,CA,Passenger,1,1,2,196,198,1.01
July 31 2023,Grays Harbor,WA,Truck,9,0,9,20666,20675,0.04
November 30 2022,Pacific,WA,Truck,1,0,1,7849,7850,0.01
December 31 2021,Sumter,SC,Passenger,0,1,1,34,35,2.86
May 31 2019,Suffolk,MA,Passenger,0,1,1,40,41,2.44
December 31 2021,Suffolk,MA,Passenger,0,2,2,27,29,6.90
July 31 2022,Yavapai,AZ,Passenger,0,1,1,29,30,3.33
December 31 2020,Yakima,WA,Truck,0,0,0,60980,60980,0.00
August 31 2019,Middlesex,MA,Passenger,1,1,2,113,115,1.74
March 31 2023,Pulaski,AR,Passenger,3,0,3,21,24,12.50
October 31 2022,Grant,WA,Passenger,211,108,319,66724,67043,0.48
December 31 2021,Cook,IL,Passenger,2,0,2,198,200,1.00
November 30 2019,Montgomery,AL,Passenger,0,1,1,40,41,2.44
February 28 2019,New London,CT,Passenger,0,2,2,248,250,0.80
November 30 2019,New London,CT,Passenger,0,2,2,246,248,0.81
August 31 2017,Columbia,WA,Passenger,1,1,2,2353,2355,0.08
July 31 2020,Arlington,VA,Passenger,0,2,2,151,153,1.31
September 30 2017,Garfield,WA,Truck,0,0,0,939,939,0.00
January 31 2018,San Diego,CA,Passenger,6,1,7,2576,2583,0.27
April 30 2020,Norfolk,VA,Passenger,2,2,4,350,354,1.13
February 28 2017,Montgomery,MD,Passenger,1,0,1,307,308,0.32
September 30 2021,Stafford,VA,Passenger,2,1,3,97,100,3.00
September 30 2020,San Juan,WA,Truck,0,0,0,5847,5847,0.00
February 29 2020,Arapahoe,CO,Passenger,1,0,1,142,143,0.70
September 30 2022,Rockingham,NH,Passenger,1,0,1,14,15,6.67
October 31 2018,New London,CT,Passenger,0,1,1,256,257,0.39
November 30 2019,Prince George's,MD,Passenger,1,1,2,176,178,1.12
June 30 2017,Montgomery,TN,Passenger,1,0,1,287,288,0.35
March 31 2019,Cochise,AZ,Passenger,0,1,1,114,115,0.87
April 30 2018,San Juan,WA,Truck,0,0,0,5698,5698,0.00
February 28 2021,Douglas,CO,Passenger,0,1,1,77,78,1.28
January 31 2021,Rogers,OK,Passenger,1,0,1,4,5,20.00
September 30 2022,Las Animas,CO,Passenger,1,0,1,1,2,50.00
May 31 2020,Virginia Beach,VA,Passenger,1,0,1,678,679,0.15
September 30 2019,Jefferson,NY,Passenger,0,2,2,215,217,0.92
December 31 2021,Douglas,NE,Passenger,1,2,3,50,53,5.66
June 30 2018,Island,WA,Truck,0,0,0,20946,20946,0.00
February 28 2022,Carson City,NV,Passenger,1,0,1,7,8,12.50
May 31 2018,Flathead,MT,Passenger,1,0,1,51,52,1.92
August 31 2023,Deschutes,OR,Passenger,2,0,2,45,47,4.26
December 31 2021,Lincoln,OR,Passenger,0,1,1,32,33,3.03
August 31 2022,Louisa,VA,Passenger,0,1,1,1,2,50.00
November 30 2017,Pierce,WA,Truck,0,0,0,137026,137026,0.00
July 31 2018,Marion,IN,Passenger,1,0,1,119,120,0.83
March 31 2023,Saratoga,NY,Passenger,1,1,2,35,37,5.41
April 30 2022,Whatcom,WA,Passenger,1775,717,2492,149053,151545,1.64
August 31 2022,Whatcom,WA,Truck,13,0,13,43142,43155,0.03
April 30 2020,Douglas,WA,Truck,0,0,0,12272,12272,0.00
April 30 2018,Multnomah,OR,Passenger,4,4,8,817,825,0.97
August 31 2021,Cumberland,NC,Passenger,0,2,2,422,424,0.47
May 31 2021,,,Passenger,3,1,4,323,327,1.22
February 29 2020,Charleston,SC,Passenger,1,0,1,110,111,0.90
November 30 2019,Kittitas,WA,Passenger,89,46,135,30004,30139,0.45
October 31 2021,Mason,WA,Truck,0,0,0,21279,21279,0.00
November 30 2018,Montgomery,MD,Passenger,1,0,1,280,281,0.36
May 31 2017,Monterey,CA,Passenger,0,1,1,209,210,0.48
June 30 2018,Deschutes,OR,Passenger,1,0,1,169,170,0.59
June 30 2020,Whitman,WA,Passenger,44,48,92,22138,22230,0.41
February 28 2017,Shoshone,ID,Passenger,0,1,1,82,83,1.20
May 31 2022,Wilson,TX,Passenger,0,1,1,2,3,33.33
March 31 2020,Wahkiakum,WA,Passenger,6,5,11,3005,3016,0.36
November 30 2019,Santa Cruz,CA,Passenger,1,0,1,38,39,2.56
December 31 2022,Williamson,TX,Passenger,0,2,2,61,63,3.17
October 31 2018,Pinal,AZ,Passenger,2,0,2,205,207,0.97
June 30 2023,Rock Island,IL,Passenger,0,1,1,13,14,7.14
August 31 2021,Whatcom,WA,Passenger,1520,628,2148,150478,152626,1.41
March 31 2017,Utah,UT,Passenger,0,1,1,171,172,0.58
November 30 2019,Norfolk,VA,Passenger,1,2,3,350,353,0.85
April 30 2020,District of Columbia,DC,Passenger,1,1,2,203,205,0.98
July 31 2022,Pierce,WA,Passenger,5243,2338,7581,543786,551367,1.37
November 30 2021,San Francisco,CA,Passenger,0,1,1,86,87,1.15
September 30 2018,Arlington,VA,Passenger,1,1,2,172,174,1.15
March 31 2021,Asotin,WA,Passenger,17,14,31,12568,12599,0.25
October 31 2020,Whitman,WA,Truck,0,0,0,8487,8487,0.00
July 31 2021,Jones,GA,Passenger,1,0,1,1,2,50.00
July 31 2019,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
February 29 2020,King,WA,Passenger,23444,7674,31118,1400225,1431343,2.17
March 31 2018,Maricopa,AZ,Passenger,2,2,4,1573,1577,0.25
March 31 2019,Nassau,NY,Passenger,3,0,3,41,44,6.82
May 31 2019,Grays Harbor,WA,Truck,0,0,0,20457,20457,0.00
July 31 2019,Frederick,MD,Passenger,1,1,2,82,84,2.38
February 28 2022,Sumter,SC,Passenger,0,1,1,33,34,2.94
April 30 2017,Yakima,WA,Passenger,38,54,92,159280,159372,0.06
October 31 2022,Asotin,WA,Passenger,26,19,45,12551,12596,0.36
August 31 2019,San Mateo,CA,Passenger,2,1,3,118,121,2.48
February 28 2018,Jefferson,NY,Passenger,1,0,1,229,230,0.43
July 31 2020,St. Louis,MO,Passenger,1,0,1,98,99,1.01
November 30 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
April 30 2023,Larimer,CO,Passenger,1,0,1,36,37,2.70
November 30 2020,Dallas,IA,Passenger,0,1,1,10,11,9.09
March 31 2020,Carson City,NV,Passenger,1,0,1,11,12,8.33
April 30 2023,Douglas,WA,Passenger,190,61,251,28597,28848,0.87
March 31 2021,Riverside,CA,Passenger,5,1,6,576,582,1.03
September 30 2019,Lake,IL,Passenger,1,0,1,171,172,0.58
January 31 2020,Washtenaw,MI,Passenger,1,0,1,41,42,2.38
July 31 2023,Galveston,TX,Passenger,0,1,1,14,15,6.67
June 30 2022,Spokane,WA,Passenger,1601,848,2449,325379,327828,0.75
January 31 2018,Clark,WA,Passenger,873,599,1472,305299,306771,0.48
August 31 2020,Thurston,WA,Truck,0,0,0,55973,55973,0.00
